Column,Response,Predictor,Datatype,LevelOfMeasurement,Is_NDS,Is_ECG,Is_EEG,Is_Burst,Is_20Mins,Is_40Mins,Is_60Mins,Is_Elec1,Is_Elec2,Is_Power,Is_Entropy,Is_Shannon,Is_Tsallis,Is_Frac,Is_Delta,Is_Theta,Is_Alpha,Is_Beta,Is_Gamma,Is_SuperGamma,Is_Total
Elec2PowFracBetaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracBetaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Elec2PowFracGammaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracGammaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Elec2PowFracSuperGammaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec2PowFracSuperGammaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
Elec1EntShannonAllAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntShannonAllSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Elec1EntTsallisAllAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntTsallisAllSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Elec1EntShannonDeltaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntShannonDeltaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Elec1EntTsallisDeltaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
